MSG_JOB_NAME_01	นักรบ
MSG_SYSTEM_231	ออกจากเกม
MSG_SYSTEM_232	ออกจากเกม?ความคืบหน้าของเจ้าจะได้รับการบันทึกโดยอัตโนมัติ
MSG_SYSTEM_234	???
MSG_SYSTEM_235	พลังป้องกันเวท
MSG_SYSTEM_238	จุดอ่อน
MSG_SYSTEM_239	ไม่มี
MSG_SYSTEM_240	ไฟ
MSG_SYSTEM_241	น้ำแข็ง
MSG_SYSTEM_242	สายฟ้า
MSG_SYSTEM_243	เดีย
MSG_SYSTEM_245	จิตวิญญาณ
MSG_SYSTEM_247	ดิน
MSG_SYSTEM_248	เวลา
MSG_SYSTEM_301	ตายแบบเฉียบพลัน
MSG_SYSTEM_302	พิษ
MSG_SYSTEM_336	จัดอันดับให้อาวุธที่แสดงขึ้นมาก่อน
MSG_SYSTEM_249	จำนวนครั้งที่ชนะ
MSG_SYSTEM_250	มอนสเตอร์ที่ค้นพบแล้ว
MSG_SYSTEM_304	แสดงแผนที่
MSG_SYSTEM_305	การเลื่อนหน้าแบบรวดเร็ว
MSG_SYSTEM_357	เลื่อน
MSG_SYSTEM_306	เปลี่ยนหน้าจอ
MSG_SYSTEM_358	เปลี่ยนแผนที่
MSG_SYSTEM_307	ยืนยัน
MSG_SYSTEM_308	พื้นที่ที่พบเจอ
MSG_SYSTEM_309	ความต้านทาน
MSG_SYSTEM_310	ประเภท
MSG_SYSTEM_311	เกิดใหม่
MSG_SYSTEM_312	นักเวท
MSG_SYSTEM_313	เกี่ยวกับน้ำ
MSG_SYSTEM_314	สัตว์ประหลาด
MSG_SYSTEM_315	ผีดิบ
MSG_SYSTEM_316	ยักษ์
MSG_SYSTEM_317	มังกร
MSG_SYSTEM_318	เวทมนตร์
MSG_SYSTEM_319	เลือกภาพเพื่อเปิดดู
MSG_SYSTEM_320	ซ่อนข้อความ
MSG_SYSTEM_321	การต่อสู้แบบ AR
MSG_SYSTEM_361	โหมด AR
MSG_SYSTEM_322	เปิดกล้อง
MSG_SYSTEM_323	ปิดกล้อง
MSG_SYSTEM_324	จัดรูปแบบศัตรูใหม่
MSG_SYSTEM_325	เริ่มการต่อสู้
MSG_SYSTEM_326	ซ่อนเมนู
MSG_SYSTEM_327	อนุญาตให้ FINAL FANTASY เข้าถึงคลังรูปภาพของเจ้าหรือไม่?
MSG_SYSTEM_328	อนุญาต
MSG_SYSTEM_329	ปฏิเสธ
MSG_SYSTEM_355	จบการต่อสู้แบบ AR\nหรือไม่?
MSG_SYSTEM_367	การแสดงผลของฟีเจอร์ AR ต้องใช้กล้องถ่ายรูป\nโปรดอนุญาตให้แอปพลิเคชันเข้าถึงกล้องถ่ายรูปของคุณ
MSG_SYSTEM_368	ขณะนี้แอปไม่สามารถเข้าถึงกล้องถ่ายรูปของคุณได้เพื่อการใช้ฟีเจอร์ AR\nโปรดอนุญาตให้แอปเข้าถึงกล้องถ่ายรูปของคุณ
MSG_SYSTEM_369	หากคุณเลือกที่จะเปลี่ยนการตั้งค่าของแอปในภายหลัง\nโปรดอนุญาตให้แอปเข้าถึงฟังก์ชันกล้องถ่ายรูปจากการตั้งค่าบนอุปกรณ์ของคุณ
MSG_SYSTEM_371	ภาพจากกล้องของคุณจะใช้เป็นพื้นหลังสำหรับการต่อสู้
MSG_SYSTEM_330	เลือกเพลงเพื่อเล่น
MSG_SYSTEM_331	เล่น
MSG_SYSTEM_332	พัก
MSG_SYSTEM_333	เปิดการเล่นทั้งหมด
MSG_SYSTEM_334	ปิดการเล่นทั้งหมด
MSG_SYSTEM_359	เล่นทั้งหมด
MSG_SYSTEM_251	ต้องการเล่นเกมแก้ปริศนา 15 พัซเซิลหรือไม่?
MSG_SYSTEM_252	ออก
MSG_SYSTEM_266	ต้องการออกจากเกมแก้ปริศนา 15 พัซเซิลหรือไม่?
MSG_SYSTEM_300	ต้องการเล่นเกมแก้ปริศนา 15 พัซเซิลต่อหรือไม่?
MSG_PC_KEY_CONFIG_01	Backspace
MSG_PC_KEY_CONFIG_02	ปุ่ม Enter
MSG_PC_KEY_CONFIG_03	ปุ่ม Shift (L)
MSG_PC_KEY_CONFIG_04	ปุ่ม Shift (R)
MSG_PC_KEY_CONFIG_05	ปุ่ม Alt (L)
MSG_PC_KEY_CONFIG_06	ปุ่ม Alt (R)
MSG_PC_KEY_CONFIG_07	ปุ่ม Tab
MSG_PC_KEY_CONFIG_08	ปุ่ม Caps Lock
MSG_PC_KEY_CONFIG_09	ปุ่ม Space
MSG_PC_KEY_CONFIG_10	ปุ่ม Insert
MSG_PC_KEY_CONFIG_11	ปุ่ม Home
MSG_PC_KEY_CONFIG_12	ปุ่ม Delete
MSG_PC_KEY_CONFIG_13	ปุ่ม Pause/Break
MSG_PC_KEY_CONFIG_14	ปุ่ม Scroll Lock
MSG_PC_KEY_CONFIG_15	ปุ่ม Num Enter
MSG_SYSTEM_338	ฟังก์ชั่นที่บันทึกบนคลาวด์
MSG_SYSTEM_339	อัปโหลด
MSG_SYSTEM_340	ดาวน์โหลด
MSG_SYSTEM_341	ไฟล์ที่บันทึกในเครื่อง
MSG_SYSTEM_342	ไฟล์ที่บันทึกบนคลาวด์
MSG_SYSTEM_356	รายละเอียด
MSG_SYSTEM_343	เจ้าสามารถสำรองไฟล์ที่\nเจ้าบันทึกไว้ไปยังคลาวด์ได้้
MSG_SYSTEM_344	อัปโหลดไฟล์ที่บันทึกในเครื่อง\nทั้งหมดและเขียนทับข้อมูลบนคลาวด์์
MSG_SYSTEM_345	ดาวน์โหลดไฟล์ที่บันทึกบนคลาวด์\nทั้งหมดและเขียนทับข้อมูลในเครื่อง
MSG_SYSTEM_346	จะทำการอัปโหลดไฟล์ที่\nบันทึกไว้ทั้งหมดไปยังคลาวด์
MSG_SYSTEM_347	จะมีการเขียนทับไฟล์ทั้งหมด\nที่บันทึกไว้บนคลาวด์
MSG_SYSTEM_348	อัปโหลดไปยังคลาวด์สมบูรณ์
MSG_SYSTEM_349	อัปโหลดไปยังคลาวด์ล้มเหลว
MSG_SYSTEM_350	โปรดตรวจสอบการเชื่อมต่อ\nอินเทอร์เน็ตของเจ้า
MSG_SYSTEM_351	จะทำการดาวน์โหลดไฟล์ที่\nบันทึกไว้ทั้งหมดจากคลาวด์
MSG_SYSTEM_352	จะมีการเขียนทับไฟล์ทั้งหมด\nที่บันทึกไว้ในเครื่อง
MSG_SYSTEM_353	ดาวน์โหลดจากคลาวด์สมบูรณ์
MSG_SYSTEM_354	ดาวน์โหลดจากคลาวด์ล้มเหลว
MSG_SYSTEM_363	กำลังดำเนินการ...
MSG_SYSTEM_364	การซิงค์ข้อมูลล้มเหลว
MSG_SYSTEM_365	เครือข่ายล้มเหลว
MSG_SYSTEM_366	ลองอีกครั้ง
MSG_SYSTEM_360	กำลังดาวน์โหลด...
MSG_SYSTEM_372	การยืนยันใบอนุญาตล้มเหลว แอปจะปิดการทำงาน
MSG_SYSTEM_373	โปรดตรวจสอบการตั้งค่า อุปกรณ์และการเชื่อมต่อ อินเทอร์เน็ตของเจ้า และเปิดแอปใหม่อีกครั้ง

